TID: [-1234] [2025-04-06 08:54:13,853] [d7c1d7e0-bdb7-46bf-aa95-3f047a38046f]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 08:55:14,369] [8e41b7d9-1d54-4d94-88e9-1cd10dfcbfee]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 08:55:14,371] [8e41b7d9-1d54-4d94-88e9-1cd10dfcbfee]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=024097013182 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-04-06 08:55:14,372] [8e41b7d9-1d54-4d94-88e9-1cd10dfcbfee]  INFO {AUDIT_LOG} - Initiator : 024097013182 | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "387ec950-0af7-4c71-8b4a-c5c86e21dafb","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","StepNo" : "1","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Failed 
TID: [-1234] [2025-04-06 08:55:14,372] [8e41b7d9-1d54-4d94-88e9-1cd10dfcbfee]  WARN {AUDIT_LOG} - Initiator : 024097013182@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Failure 
TID: [-1234] [2025-04-06 08:55:59,430] [13b4e744-aa0c-4211-b124-f4689f513345]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 08:55:59,441] [13b4e744-aa0c-4211-b124-f4689f513345]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 08:55:59,443] [13b4e744-aa0c-4211-b124-f4689f513345]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=024097013182 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-04-06 08:55:59,444] [13b4e744-aa0c-4211-b124-f4689f513345]  INFO {AUDIT_LOG} - Initiator : 024097013182 | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "387ec950-0af7-4c71-8b4a-c5c86e21dafb","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","StepNo" : "1","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Failed 
TID: [-1234] [2025-04-06 08:55:59,444] [13b4e744-aa0c-4211-b124-f4689f513345]  WARN {AUDIT_LOG} - Initiator : 024097013182@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Failure 
TID: [-1234] [2025-04-06 08:56:29,196] [5450f13b-370a-4647-8b77-e1477a2616f7]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 08:56:29,207] [5450f13b-370a-4647-8b77-e1477a2616f7]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 08:56:29,209] [5450f13b-370a-4647-8b77-e1477a2616f7]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=024097013182 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-04-06 08:56:29,210] [5450f13b-370a-4647-8b77-e1477a2616f7]  INFO {AUDIT_LOG} - Initiator : 024097013182 | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "387ec950-0af7-4c71-8b4a-c5c86e21dafb","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","StepNo" : "1","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Failed 
TID: [-1234] [2025-04-06 08:56:29,210] [5450f13b-370a-4647-8b77-e1477a2616f7]  WARN {AUDIT_LOG} - Initiator : 024097013182@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Failure 
TID: [-1234] [2025-04-06 09:02:44,087] [1b729984-591c-4924-b2bc-0674fa47907f]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 09:02:44,100] [1b729984-591c-4924-b2bc-0674fa47907f]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"024097013182","Users":["024097013182"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 09:02:44,102] [1b729984-591c-4924-b2bc-0674fa47907f]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=024097013182 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-04-06 09:02:44,102] [1b729984-591c-4924-b2bc-0674fa47907f]  INFO {AUDIT_LOG} - Initiator : 024097013182 | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "6f38fcdf-a623-406b-bb45-dd833424214d","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","StepNo" : "1","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Failed 
TID: [-1234] [2025-04-06 09:02:44,102] [1b729984-591c-4924-b2bc-0674fa47907f]  WARN {AUDIT_LOG} - Initiator : 024097013182@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Failure 
TID: [-1234] [2025-04-06 23:56:56,118] [0eb5fa19-f2d7-458e-927f-8a75023656bb]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","Claim Value":"admin_integrated","Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 23:56:56,121] [2234e5e4-9687-4afe-979b-e4b291effb52]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","Claim Value":"admin_integrated","Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 23:56:56,125] [0eb5fa19-f2d7-458e-927f-8a75023656bb]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","Claim Value":"admin_integrated","Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 23:56:56,125] [0eb5fa19-f2d7-458e-927f-8a75023656bb]  INFO {AUDIT_LOG} - Initiator : admin_integrated | Action : PostTokenIssue | Target : PasswordGrantAuditLogger | Data : { "AuthenticatedUser" : "N/A","AuthenticatedUserStoreDomain" : "N/A","AuthenticatedUserTenantDomain" : "N/A","ServiceProvider" : "iworkplace","RequestType" : "oidc","RelyingParty" : "zfblNd519IstZFLnRGwtasr8iWwa" } | Result : Failed 
TID: [-1234] [2025-04-06 23:56:56,129] [2234e5e4-9687-4afe-979b-e4b291effb52]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","Claim Value":"admin_integrated","Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-04-06 23:56:56,129] [2234e5e4-9687-4afe-979b-e4b291effb52]  INFO {AUDIT_LOG} - Initiator : admin_integrated | Action : PostTokenIssue | Target : PasswordGrantAuditLogger | Data : { "AuthenticatedUser" : "N/A","AuthenticatedUserStoreDomain" : "N/A","AuthenticatedUserTenantDomain" : "N/A","ServiceProvider" : "iworkplace","RequestType" : "oidc","RelyingParty" : "zfblNd519IstZFLnRGwtasr8iWwa" } | Result : Failed 
